uid,years_experience,expected_salary_k,age,weekly_hours,num_applications,gender,job_level,industry,user_active_loc,user_edu,political_affiliation,expected_title,user_skills,education_ordinal,job_level_ordinal,ground_truth_jd_id,user_profile_text
REC_02827,14.0,50.0,,,7.0,Female,Manager,Healthcare,Chongqing,Master's,Non-affiliated,Biostatistician,"Security, Linux/Unix, Bash/Shell, Epidemiology, SQL, Clinical Trials, Data Privacy",2.0,5,JD_0103,"Skills: Security, Linux/Unix, Bash/Shell, Epidemiology, SQL, Clinical Trials, Data Privacy. Education: Master's. Level: Manager. Expected Title: Biostatistician. Industry: Healthcare"
REC_00288,3.0,20.0,25.0,44.8,13.0,Female,Mid-level,Manufacturing,Beijing,Master's,,Lean Six Sigma Lead,"Operations Management, Industry 4.0, Financial Analysis, Six Sigma, Business Continuity, Data Analysis, Quality Assurance, System Integration",2.0,2,JD_0221,"Skills: Operations Management, Industry 4.0, Financial Analysis, Six Sigma, Business Continuity, Data Analysis, Quality Assurance, System Integration. Education: Master's. Level: Mid-level. Expected Title: Lean Six Sigma Lead. Industry: Manufacturing"
REC_01870,0.0,5.0,20.0,41.4,10.0,Female,Intern,Real Estate,Suzhou,Bachelor's,Democratic Party Member,BIM Coordinator,"Project Controls, Due Diligence, Product Management, Excel, Systems Integration, PropTech Market",1.0,0,JD_1872,"Skills: Project Controls, Due Diligence, Product Management, Excel, Systems Integration, PropTech Market. Education: Bachelor's. Level: Intern. Expected Title: BIM Coordinator. Industry: Real Estate"
REC_03115,2.0,20.0,25.0,34.7,10.0,Male,Mid-level,Retail,Wuhan,Bachelor's,CPC Member,Loss Prevention Spec,"Supply Chain, Marketing Analytics, ERP Systems, Visual Merchandising, Procurement, Operations Research",1.0,2,JD_0846,"Skills: Supply Chain, Marketing Analytics, ERP Systems, Visual Merchandising, Procurement, Operations Research. Education: Bachelor's. Level: Mid-level. Expected Title: Loss Prevention Spec. Industry: Retail"
REC_03626,5.0,40.0,33.0,,7.0,Female,Senior,Energy,Tianjin,Master's,Non-affiliated,Credit Carbon Auditor,"Detail Oriented, Sustainability Strategy, Operations Management, Energy Markets, Carbon Auditing, Energy Yield Modeling, Risk Assessment (HAZOP), Auditing",2.0,3,JD_1739,"Skills: Detail Oriented, Sustainability Strategy, Operations Management, Energy Markets, Carbon Auditing, Energy Yield Modeling, Risk Assessment (HAZOP), Auditing. Education: Master's. Level: Senior. Expected Title: Credit Carbon Auditor. Industry: Energy"
REC_02313,1.0,5.0,25.0,49.8,13.0,Male,Intern,Logistics,Tianjin,High School,Non-affiliated,Last-Mile Delivery Spec,"Time Series Forecasting, Spark, Compliance, Customer Service, OR-Tools",0.0,0,JD_1228,"Skills: Time Series Forecasting, Spark, Compliance, Customer Service, OR-Tools. Education: High School. Level: Intern. Expected Title: Last-Mile Delivery Spec. Industry: Logistics"
REC_04924,2.0,14.0,23.0,39.2,9.0,Female,Junior,Real Estate,Shenzhen,Bachelor's,CPC Candidate,Project Controller,"Systems Integration, Earned Value Management, Spatial Databases, Financial Analysis, IoT Architecture, Negotiation, Real Estate Economics",1.0,1,JD_1159,"Skills: Systems Integration, Earned Value Management, Spatial Databases, Financial Analysis, IoT Architecture, Negotiation, Real Estate Economics. Education: Bachelor's. Level: Junior. Expected Title: Project Controller. Industry: Real Estate"
REC_01619,0.0,,24.0,47.5,5.0,Male,Junior,Education Technology,Shanghai,Bachelor's,Non-affiliated,Curriculum Data Scientist,"NLP, Cognitive Science, Data Analysis, Multimedia, Qualitative Research",1.0,1,JD_0132,"Skills: NLP, Cognitive Science, Data Analysis, Multimedia, Qualitative Research. Education: Bachelor's. Level: Junior. Expected Title: Curriculum Data Scientist. Industry: Education Technology"
REC_00995,3.0,23.0,,47.3,7.0,Male,Mid-level,Telecom,Shanghai,Bachelor's,,Signal Processing Eng,"NFV/SDN, Operations Management, Network Slicing, GIS (ArcGIS/QGIS), Cloud Computing, Safety Compliance, Linux",1.0,2,JD_0525,"Skills: NFV/SDN, Operations Management, Network Slicing, GIS (ArcGIS/QGIS), Cloud Computing, Safety Compliance, Linux. Education: Bachelor's. Level: Mid-level. Expected Title: Signal Processing Eng. Industry: Telecom"
REC_01804,2.0,10.0,30.0,44.1,7.0,Male,Junior,Real Estate,Changsha,High School,,Project Controller,"Due Diligence, BMS Systems, Property Management Software, Excel, GIS (ArcGIS/QGIS)",0.0,1,JD_0659,"Skills: Due Diligence, BMS Systems, Property Management Software, Excel, GIS (ArcGIS/QGIS). Education: High School. Level: Junior. Expected Title: Project Controller. Industry: Real Estate"
REC_02643,10.0,20.0,37.0,39.3,13.0,Female,Senior,Real Estate,Shenzhen,Bachelor's,Non-affiliated,Smart Building Arch,"Python (GeoPandas), Revit, Python, Financial Analysis, Valuation, Cartography, Environmental Regs, Risk Modeling",1.0,3,JD_0568,"Skills: Python (GeoPandas), Revit, Python, Financial Analysis, Valuation, Cartography, Environmental Regs, Risk Modeling. Education: Bachelor's. Level: Senior. Expected Title: Smart Building Arch. Industry: Real Estate"
REC_04803,5.0,25.0,29.0,34.9,6.0,Male,Mid-level,Gaming,Shenzhen,Bachelor's,Non-affiliated,UI/UX Game Designer,"Reverse Engineering, Data Analysis, Creative Writing, Communication, GPU Profiling, DirectX/Vulkan",1.0,2,JD_0135,"Skills: Reverse Engineering, Data Analysis, Creative Writing, Communication, GPU Profiling, DirectX/Vulkan. Education: Bachelor's. Level: Mid-level. Expected Title: UI/UX Game Designer. Industry: Gaming"
REC_03536,14.0,42.0,39.0,50.7,9.0,Male,Manager,Energy,Hangzhou,Bachelor's,Democratic Party Member,Smart Grid Developer,"Big Data (Spark), Time Series Analysis, Carbon Auditing, SCADA, Risk Assessment (HAZOP), Troubleshooting",1.0,5,JD_1714,"Skills: Big Data (Spark), Time Series Analysis, Carbon Auditing, SCADA, Risk Assessment (HAZOP), Troubleshooting. Education: Bachelor's. Level: Manager. Expected Title: Smart Grid Developer. Industry: Energy"
REC_04832,0.0,15.0,21.0,47.7,10.0,Male,Junior,Real Estate,Changsha,Master's,Non-affiliated,GIS Specialist (RE),"Python, Navisworks, Operations Management, PropTech Market, Python/R",2.0,1,JD_0673,"Skills: Python, Navisworks, Operations Management, PropTech Market, Python/R. Education: Master's. Level: Junior. Expected Title: GIS Specialist (RE). Industry: Real Estate"
REC_03912,9.0,20.0,38.0,40.6,,Male,Senior,Healthcare,Guangzhou,Ph.D.,,Bioinformatics Scientist,"SQL, Genomics, Network Security, Mobile Development, Regulatory Compliance, Clinical Trial Design",3.0,3,JD_0593,"Skills: SQL, Genomics, Network Security, Mobile Development, Regulatory Compliance, Clinical Trial Design. Education: Ph.D.. Level: Senior. Expected Title: Bioinformatics Scientist. Industry: Healthcare"
REC_02108,1.0,9.0,26.0,47.3,10.0,Female,Intern,Retail,Tianjin,Bachelor's,CPC Member,POS Systems Dev,"Loss Prevention, Python, Database Management, Visual Merchandising, Retail Math",1.0,0,JD_0910,"Skills: Loss Prevention, Python, Database Management, Visual Merchandising, Retail Math. Education: Bachelor's. Level: Intern. Expected Title: POS Systems Dev. Industry: Retail"
REC_03045,1.0,10.0,,35.9,12.0,Male,Junior,Education Technology,Shanghai,Master's,Non-affiliated,Adaptive Learning Dev,"Game Design, Wireframing, A/B Testing, Predictive Modeling, UI/UX Design, Pedagogy, Behavioral Psychology, Data Visualization",2.0,1,JD_1809,"Skills: Game Design, Wireframing, A/B Testing, Predictive Modeling, UI/UX Design, Pedagogy, Behavioral Psychology, Data Visualization. Education: Master's. Level: Junior. Expected Title: Adaptive Learning Dev. Industry: Education Technology"
REC_00417,2.0,16.0,27.0,45.3,,Male,Mid-level,Energy,Shenzhen,Bachelor's,CPC Member,Grid Stability Researcher,"Environmental Comp, Algorithmic Trading, Control Theory, Environmental Science, SCADA, Sustainability Strategy, Carbon Auditing",1.0,2,JD_0054,"Skills: Environmental Comp, Algorithmic Trading, Control Theory, Environmental Science, SCADA, Sustainability Strategy, Carbon Auditing. Education: Bachelor's. Level: Mid-level. Expected Title: Grid Stability Researcher. Industry: Energy"
REC_00978,9.0,50.0,,43.4,5.0,Male,Lead,Real Estate,Zhengzhou,Master's,CPC Candidate,Investment Analyst,"GIS (ArcGIS/QGIS), Lease Administration, Environmental Regs, Systems Integration, Data Analysis, IoT Architecture",2.0,4,JD_1975,"Skills: GIS (ArcGIS/QGIS), Lease Administration, Environmental Regs, Systems Integration, Data Analysis, IoT Architecture. Education: Master's. Level: Lead. Expected Title: Investment Analyst. Industry: Real Estate"
REC_02418,7.0,21.0,36.0,51.4,7.0,Female,Mid-level,Telecom,Chongqing,Bachelor's,Non-affiliated,OSS/BSS Developer,"C/C++, Java, Optical Engineering, DSP, Telecom Standards",1.0,2,JD_0247,"Skills: C/C++, Java, Optical Engineering, DSP, Telecom Standards. Education: Bachelor's. Level: Mid-level. Expected Title: OSS/BSS Developer. Industry: Telecom"
REC_00506,8.0,35.0,,54.1,11.0,Male,Manager,Logistics,Chongqing,Bachelor's,CPC Candidate,IoT Telemetry Specialist,"SQL, EDI, Operations Research, Spark, Freight Forwarding, C++, Supply Chain Law, Customer Service",1.0,5,JD_0563,"Skills: SQL, EDI, Operations Research, Spark, Freight Forwarding, C++, Supply Chain Law, Customer Service. Education: Bachelor's. Level: Manager. Expected Title: IoT Telemetry Specialist. Industry: Logistics"
REC_04153,6.0,23.0,31.0,38.4,8.0,Female,Mid-level,Real Estate,Wuhan,Master's,Non-affiliated,Leasing Ops Lead,"Data Analysis, Construction Knowledge, Portfolio Management, Python (GeoPandas), GIS (ArcGIS), Property Management Software, PropTech Market, Navisworks",2.0,2,JD_1679,"Skills: Data Analysis, Construction Knowledge, Portfolio Management, Python (GeoPandas), GIS (ArcGIS), Property Management Software, PropTech Market, Navisworks. Education: Master's. Level: Mid-level. Expected Title: Leasing Ops Lead. Industry: Real Estate"
REC_04256,14.0,,42.0,43.4,4.0,Female,Lead,Real Estate,Shanghai,Master's,Non-affiliated,Planner Urban (Tech),"PropTech Market, Agile, GIS (ArcGIS), Urban Planning, Excel, Operations Management",2.0,4,JD_0008,"Skills: PropTech Market, Agile, GIS (ArcGIS), Urban Planning, Excel, Operations Management. Education: Master's. Level: Lead. Expected Title: Planner Urban (Tech). Industry: Real Estate"
REC_03942,2.0,,28.0,47.5,7.0,Male,Junior,FinTech,Chongqing,Master's,Non-affiliated,Risk Manager,"Microservices, Anomaly Detection, Basel III, NetworkX, Regulatory Compliance, Auditing",2.0,1,JD_0002,"Skills: Microservices, Anomaly Detection, Basel III, NetworkX, Regulatory Compliance, Auditing. Education: Master's. Level: Junior. Expected Title: Risk Manager. Industry: FinTech"
REC_00415,12.0,25.0,32.0,,12.0,Male,Senior,Retail,Nanjing,Ph.D.,Democratic Party Member,CRM Data Analyst,"SPSS, Python, Market Research, Loss Prevention, Strategy Development, Omnichannel Retail, Data Visualization, POS Architecture",3.0,3,JD_0362,"Skills: SPSS, Python, Market Research, Loss Prevention, Strategy Development, Omnichannel Retail, Data Visualization, POS Architecture. Education: Ph.D.. Level: Senior. Expected Title: CRM Data Analyst. Industry: Retail"
REC_04149,6.0,28.0,32.0,,7.0,Female,Mid-level,FinTech,Xi'an,,Democratic Party Member,Investment Banker,"Microservices, System Architecture, Time Series Analysis, XGBoost, Financial Risk Management, Ethereum",,2,JD_0339,"Skills: Microservices, System Architecture, Time Series Analysis, XGBoost, Financial Risk Management, Ethereum. Education: . Level: Mid-level. Expected Title: Investment Banker. Industry: FinTech"
REC_01184,13.0,48.0,,43.4,9.0,Female,Lead,Energy,Changsha,Master's,Non-affiliated,Carbon Credit Auditor,"Environmental Science, Excel, Auditing, SQL, Energy Yield Modeling, Time Series Analysis, Detail Oriented",2.0,4,JD_0133,"Skills: Environmental Science, Excel, Auditing, SQL, Energy Yield Modeling, Time Series Analysis, Detail Oriented. Education: Master's. Level: Lead. Expected Title: Carbon Credit Auditor. Industry: Energy"
REC_00486,0.0,15.0,28.0,35.2,5.0,Male,Junior,Energy,Shenzhen,Master's,CPC Member,Power Plant Head of,"Data Analysis, Power Systems Engineering, Control Systems, Risk Assessment (HAZOP), Environmental Science",2.0,1,JD_0296,"Skills: Data Analysis, Power Systems Engineering, Control Systems, Risk Assessment (HAZOP), Environmental Science. Education: Master's. Level: Junior. Expected Title: Power Plant Head of. Industry: Energy"
REC_00894,7.0,12.0,32.0,32.2,6.0,Male,Mid-level,Manufacturing,,Master's,Non-affiliated,Automation Architect,"Quality Assurance, Change Management, Production Planning, Data Analysis, SCADA, Digital Twin",2.0,2,JD_0741,"Skills: Quality Assurance, Change Management, Production Planning, Data Analysis, SCADA, Digital Twin. Education: Master's. Level: Mid-level. Expected Title: Automation Architect. Industry: Manufacturing"
REC_00806,3.0,18.0,27.0,46.8,,Female,Junior,Manufacturing,Suzhou,,,Factory Smart Consultant,"Digital Twin, Data Analysis, Materials Science, Consulting, ROS, Reliability Engineering",,1,JD_0783,"Skills: Digital Twin, Data Analysis, Materials Science, Consulting, ROS, Reliability Engineering. Education: . Level: Junior. Expected Title: Factory Smart Consultant. Industry: Manufacturing"
REC_00556,1.0,9.0,27.0,47.6,9.0,Female,Intern,Manufacturing,,Bachelor's,Non-affiliated,Scientist Materials,"Chemistry, Design of Experiments (DOE), MQTT/OPC-UA, Lean Manufacturing, Operations Management, Six Sigma",1.0,0,JD_0836,"Skills: Chemistry, Design of Experiments (DOE), MQTT/OPC-UA, Lean Manufacturing, Operations Management, Six Sigma. Education: Bachelor's. Level: Intern. Expected Title: Scientist Materials. Industry: Manufacturing"
REC_03826,0.0,8.0,24.0,44.5,5.0,Male,Intern,Energy,Shenzhen,Bachelor's,Non-affiliated,Smart Grid Developer,"Carbon Auditing, Regulatory Frameworks, Python, Economics, Environmental Comp, ESG Reporting, Detail Oriented",1.0,0,JD_0893,"Skills: Carbon Auditing, Regulatory Frameworks, Python, Economics, Environmental Comp, ESG Reporting, Detail Oriented. Education: Bachelor's. Level: Intern. Expected Title: Smart Grid Developer. Industry: Energy"
REC_01198,5.0,35.0,25.0,44.9,5.0,Female,Senior,Energy,,Master's,Non-affiliated,Reservoir Engineer,"Thermodynamics, SCADA, Leadership, Decline Curve Analysis, Financial Modeling, Regulatory Frameworks",2.0,3,JD_1047,"Skills: Thermodynamics, SCADA, Leadership, Decline Curve Analysis, Financial Modeling, Regulatory Frameworks. Education: Master's. Level: Senior. Expected Title: Reservoir Engineer. Industry: Energy"
REC_04254,4.0,,25.0,46.3,7.0,Female,Mid-level,Telecom,Chongqing,Bachelor's,CPC Member,OSS/BSS Developer,"Regulatory Compliance, API Development, Networking (QoS), DSP, Linux, Cloud Computing, OSS/BSS Systems",1.0,2,JD_0007,"Skills: Regulatory Compliance, API Development, Networking (QoS), DSP, Linux, Cloud Computing, OSS/BSS Systems. Education: Bachelor's. Level: Mid-level. Expected Title: OSS/BSS Developer. Industry: Telecom"
REC_04059,1.0,15.0,,43.9,10.0,Female,Junior,Logistics,Shenzhen,Ph.D.,,IoT Telemetry Analyst,"HTS Classification, Negotiation, Vendor Management, Physical Security, Risk Assessment",3.0,1,JD_1593,"Skills: HTS Classification, Negotiation, Vendor Management, Physical Security, Risk Assessment. Education: Ph.D.. Level: Junior. Expected Title: IoT Telemetry Analyst. Industry: Logistics"
REC_01294,6.0,20.0,30.0,50.5,6.0,Male,Mid-level,Real Estate,Suzhou,Master's,Non-affiliated,GIS Specialist (RE),"Property Management Software, Systems Integration, PropTech Market, Project Controls, Due Diligence, Macroeconomics",2.0,2,JD_0434,"Skills: Property Management Software, Systems Integration, PropTech Market, Project Controls, Due Diligence, Macroeconomics. Education: Master's. Level: Mid-level. Expected Title: GIS Specialist (RE). Industry: Real Estate"
REC_02222,7.0,40.0,35.0,52.7,4.0,Female,Senior,Telecom,Changsha,,CPC Member,Billing Analyst,"Safety Compliance, Project Management, Linux, Data Analysis, OSP Design, Network Slicing",,3,JD_0380,"Skills: Safety Compliance, Project Management, Linux, Data Analysis, OSP Design, Network Slicing. Education: . Level: Senior. Expected Title: Billing Analyst. Industry: Telecom"
REC_03505,12.0,40.0,35.0,43.8,6.0,Female,Lead,Telecom,Xi'an,Master's,Non-affiliated,OSS/BSS Developer,"Revenue Assurance, Leadership, Optical Engineering, C/C++, OSP Design, Information Theory, Safety Compliance, SIP/VoIP",2.0,4,JD_1402,"Skills: Revenue Assurance, Leadership, Optical Engineering, C/C++, OSP Design, Information Theory, Safety Compliance, SIP/VoIP. Education: Master's. Level: Lead. Expected Title: OSS/BSS Developer. Industry: Telecom"
REC_03655,5.0,36.0,26.0,42.2,6.0,Male,Senior,Healthcare,Chongqing,Master's,CPC Member,Medical Imaging Researcher,"Survival Analysis, WebRTC, Risk Management, EHR/EMR Systems, HL7/FHIR",2.0,3,JD_0473,"Skills: Survival Analysis, WebRTC, Risk Management, EHR/EMR Systems, HL7/FHIR. Education: Master's. Level: Senior. Expected Title: Medical Imaging Researcher. Industry: Healthcare"
REC_04759,11.0,25.0,33.0,51.5,5.0,Female,Senior,Manufacturing,Changsha,Master's,CPC Member,Predictive Maint Eng,"Machine Learning, IoT, Problem Solving, Kinematics, Change Management, Data Analysis, MQTT/OPC-UA",2.0,3,JD_1845,"Skills: Machine Learning, IoT, Problem Solving, Kinematics, Change Management, Data Analysis, MQTT/OPC-UA. Education: Master's. Level: Senior. Expected Title: Predictive Maint Eng. Industry: Manufacturing"
REC_03007,12.0,45.0,40.0,,9.0,Female,Lead,Real Estate,Beijing,,CPC Candidate,Investment Analyst,"Urban Planning, Valuation, Construction Knowledge, Network Security, Macroeconomics, IoT Architecture, Property Management Software, Procore",,4,JD_1975,"Skills: Urban Planning, Valuation, Construction Knowledge, Network Security, Macroeconomics, IoT Architecture, Property Management Software, Procore. Education: . Level: Lead. Expected Title: Investment Analyst. Industry: Real Estate"
REC_02094,2.0,10.0,26.0,40.7,11.0,Male,Junior,Telecom,Chongqing,Master's,CPC Member,Signal Processing Eng,"SIP/VoIP, Billing Systems, DSP, Safety Compliance, C/C++, OSS/BSS Systems, Penetration Testing, System Design",2.0,1,JD_0518,"Skills: SIP/VoIP, Billing Systems, DSP, Safety Compliance, C/C++, OSS/BSS Systems, Penetration Testing, System Design. Education: Master's. Level: Junior. Expected Title: Signal Processing Eng. Industry: Telecom"
